-5.800000	-1.421510
-5.700000	-1.122283
-5.600000	-1.726408
-5.500000	-0.799811
-5.400000	-0.744058
-5.300000	-0.582256
-5.200000	-1.079000
-5.100000	-1.359054
-5.000000	-0.767021
-4.900000	-1.307606
-4.800000	-0.775595
-4.700000	-1.068592
-4.600000	-1.077045
-4.500000	-1.202320
-4.400000	-0.770057
-4.300000	-0.770878
-4.200000	-0.799857
-4.100000	-0.761019
-4.000000	-0.782072
-3.900000	-0.693731
-3.800000	-1.174525
-3.700000	-0.841475
-3.600000	-0.733265
-3.500000	-0.493757
-3.400000	-0.641393
-3.300000	-0.844612
-3.200000	-0.283064
-3.100000	-0.597967
-3.000000	-0.507505
-2.900000	-0.923121
-2.800000	-0.835391
-2.700000	-0.682781
-2.600000	-0.414918
-2.500000	-0.583990
-2.400000	-0.334482
-2.300000	-0.267546
-2.200000	-0.324681
-2.100000	-0.285442
-2.000000	-0.400725
-1.900000	-0.370074
-1.800000	-0.480039
-1.700000	-0.657046
-1.600000	-0.602963
-1.500000	-0.246462
-1.400000	-0.061178
-1.300000	0.095450
-1.200000	0.116567
-1.100000	0.037929
-1.000000	-0.251630
-0.900000	-0.460750
-0.800000	-0.806609
-0.700000	-0.934133
-0.600000	-0.629596
-0.500000	-0.086991
-0.400000	0.477007
-0.300000	1.182501
-0.200000	3.146113
-0.100000	2.641952
0.000000	2.343302
0.100000	3.239905
0.200000	2.383603
0.300000	1.067605
0.400000	0.924554
0.500000	0.095162
0.600000	-0.395317
0.700000	-0.569247
0.800000	-0.471617
0.900000	-0.116790
1.000000	0.179433
1.100000	0.331481
1.200000	0.452191
1.300000	0.465151
1.400000	0.617060
1.500000	0.389433
1.600000	0.150308
1.700000	0.041964
1.800000	0.088226
1.900000	0.261781
2.000000	0.284331
2.100000	0.385904
2.200000	0.706046
2.300000	0.732195
2.400000	0.516506
2.500000	0.521825
2.600000	0.271135
2.700000	0.318700
2.800000	0.358039
2.900000	0.484341
3.000000	0.541993
3.100000	0.674587
3.200000	0.948519
3.300000	0.924399
3.400000	0.610796
3.500000	0.860392
3.600000	0.791332
3.700000	0.519412
3.800000	0.554208
3.900000	0.310676
4.000000	0.953340
4.100000	0.771607
4.200000	1.140395
4.300000	1.406503
4.400000	1.122487
4.500000	1.285970
4.600000	0.858668
4.700000	0.860815
4.800000	0.594436
4.900000	0.816580
5.000000	1.101501
5.100000	0.961305
5.200000	1.354965
5.300000	1.161282
5.400000	1.065607
5.500000	1.412722
5.600000	1.618600
5.700000	1.190403
5.800000	1.076949
5.900000	0.832714
6.000000	1.216899
6.100000	1.144997
6.200000	1.116105
